제조사,제조국,원산지,코코아퍼센트,평점,리뷰연도
Fruition,U.S.A.,Costa Rica,66,3.25,2011
Fruition,U.S.A.,Peru,70,2.5,2012
Fruition,U.S.A.,Ecuador,75,3,2013
Fruition,U.S.A.,Dominican Republic,70,3.75,2013
Fruition,U.S.A.,Peru,76,3,2014
Fruition,U.S.A.,Trinidad,70,3.75,2014
Fruition,U.S.A.,Bolivia,74,3.75,2016
Fruition,U.S.A.,Costa Rica,74,4,2016
Fruition,U.S.A.,Colombia,85,3.5,2019
Fruition,U.S.A.,Madagascar,74,3.75,2019
Fruition,U.S.A.,Dominican Republic,77,3.25,2021
Fruition,U.S.A.,Dominican Republic,68,3.75,2021
Fruition,U.S.A.,Peru,72,3.75,2021
Fu Wan,Taiwan,Taiwan,70,2.5,2018
Fu Wan,Taiwan,Madagascar,70,3,2018
Fu Wan,Taiwan,Tanzania,70,3,2018
Fu Wan,Taiwan,Venezuela,70,3.5,2018
Garden Island,U.S.A.,U.S.A.,85,2.5,2014
Georgia Ramon,Germany,Madagascar,65,3.25,2015
Georgia Ramon,Germany,Dominican Republic,70,3.5,2015
Georgia Ramon,Germany,Dominican Republic,80,3.5,2015
Georgia Ramon,Germany,Madagascar,75,3.5,2015
Georgia Ramon,Germany,Ghana,70,4,2015
Georgia Ramon,Germany,St. Lucia,77,3.5,2017
Georgia Ramon,Germany,Venezuela,75,3.5,2017
Georgia Ramon,Germany,Guatemala,72,2.75,2018
Georgia Ramon,Germany,Venezuela,75,2.75,2019
Glennmade,U.S.A.,Brazil,66,3,2015
Glennmade,U.S.A.,Belize,70,3.5,2016
Goodnow Farms,U.S.A.,Mexico,77,2.75,2016
Goodnow Farms,U.S.A.,Guatemala,77,3.25,2016
Goodnow Farms,U.S.A.,Nicaragua,77,3.25,2016
Goodnow Farms,U.S.A.,Peru,70,3.25,2017
Goodnow Farms,U.S.A.,Colombia,73,2.5,2019
Goodnow Farms,U.S.A.,Costa Rica,73,3,2019
Goodnow Farms,U.S.A.,Ecuador,70,3.75,2021
Gotham,U.S.A.,Belize,70,2.75,2018
Gotham,U.S.A.,India,70,3,2021
Gotham,U.S.A.,Bolivia,70,3.25,2021
Gotham,U.S.A.,Dominican Republic,70,3.25,2021
Grand Place,Vietnam,Vietnam,72,3,2011
Great Lakes,U.S.A.,Madagascar,72,3.5,2021
Great Lakes,U.S.A.,Tanzania,70,3.5,2021
Great Lakes,U.S.A.,Dominican Republic,75,3.5,2021
Great Lakes,U.S.A.,Vietnam,73,3.5,2021
Green & Black's (ICAM),U.K.,Blend,70,2.5,2006
Green Bean to Bar,Japan,Madagascar,70,3.5,2016
Green Bean to Bar,Japan,Peru,73,2.5,2019
Green Door,U.K.,India,70,3,2021
Grenada Chocolate Co.,Grenada,Grenada,71,2.5,2008
Grenada Chocolate Co.,Grenada,Grenada,60,2.75,2009
Grenada Chocolate Co.,Grenada,Grenada,82,3.25,2010
Guido Castagna,Italy,Ecuador,64,3,2009
Guido Castagna,Italy,Ghana,64,3,2009
Guido Castagna,Italy,Blend,64,3,2009
Guido Castagna,Italy,Venezuela,76,3,2009
Guido Castagna,Italy,Blend,64,3.25,2009
Guido Castagna,Italy,Madagascar,70,2.75,2018
Guittard,U.S.A.,Venezuela,65,2.5,2006
Guittard,U.S.A.,Colombia,65,3,2006
Guittard,U.S.A.,Blend,61,3,2006
Guittard,U.S.A.,Madagascar,65,3.5,2006
Guittard,U.S.A.,Ecuador,65,3.5,2006
Guittard,U.S.A.,Blend,61,3.5,2006
Guittard,U.S.A.,Blend,72,3.5,2007
Guittard,U.S.A.,Peru,65,3,2008
Guittard,U.S.A.,Blend,64,3,2008
Guittard,U.S.A.,Venezuela,65,3.5,2008
Guittard,U.S.A.,U.S.A.,55,3,2009
Guittard,U.S.A.,Blend,91,3,2009
Guittard,U.S.A.,Blend,70,3.5,2009
Guittard,U.S.A.,Trinidad,65,3,2010
Guittard,U.S.A.,Blend,72,2.75,2011
Guittard,U.S.A.,Blend,61,3.25,2011
Guittard,U.S.A.,Blend,72,3.25,2011
Guittard,U.S.A.,Haiti,65,2.75,2013
Guittard,U.S.A.,Nicaragua,65,2.75,2013
Guittard,U.S.A.,Jamaica,65,3.25,2013
Guittard,U.S.A.,Ecuador,65,3.5,2013
Guittard,U.S.A.,Blend,70,3.75,2015
Habitual,Canada,Blend,100,2,2014
Habitual,Canada,Papua New Guinea,80,2.75,2014
Habitual,Canada,Blend,74,2.75,2014
Habitual,Canada,Blend,65,2.75,2014
Habitual,Canada,Blend,70,3,2014
Habitual,Canada,Blend,80,3,2014
Habitual,Canada,Dominican Republic,75,3.25,2014
Habitual,Canada,U.S.A.,66,3.25,2014
Habitual,Canada,Blend,70,3.5,2014
Hachez,Germany,Ecuador,77,2.5,2007
Hacienda El Castillo,Ecuador,Ecuador,55,2.75,2014
Hacienda El Castillo,Ecuador,Ecuador,70,3,2014
Haigh,Australia,Blend,70,3,2011
Harper Macaw,U.S.A.,Brazil,67,3,2015
Harper Macaw,U.S.A.,Brazil,77,3.5,2015
Harper Macaw,U.S.A.,Brazil,74,3.5,2015
Harper Macaw,U.S.A.,Brazil,85,3.25,2016
Harper Macaw,U.S.A.,Brazil,75,3,2018
Harris & James,U.K.,India,70,3,2019
Harris & James,U.K.,Vietnam,70,3.25,2019
Hazel Hill,U.S.A.,Peru,65,2.75,2019
Hazel Hill,U.S.A.,Tanzania,72,3.25,2019
Hazel Hill,U.S.A.,Dominican Republic,70,3.5,2019
Hecho,Mexico,Mexico,70,3.5,2021
Heilemann,Germany,Peru,64,2.75,2016
Heinde & Verre,Netherlands,Indonesia,71,2.5,2019
Heinde & Verre,Netherlands,Blend,71,2.5,2019
Heinde & Verre,Netherlands,Venezuela,71,3,2019
Heirloom Cacao Preservation (Brasstown),U.S.A.,Belize,70,3.25,2016
Heirloom Cacao Preservation (Fruition),U.S.A.,Costa Rica,74,3.5,2016
Heirloom Cacao Preservation (Guittard),U.S.A.,Bolivia,67,3,2014
Heirloom Cacao Preservation (Guittard),U.S.A.,Bolivia,67,3.5,2014
Heirloom Cacao Preservation (Guittard),U.S.A.,Ecuador,67,3.75,2014
Heirloom Cacao Preservation (Guittard),U.S.A.,U.S.A.,67,3.75,2014
Heirloom Cacao Preservation (Manoa),U.S.A.,U.S.A.,72,3.5,2016
Heirloom Cacao Preservation (Millcreek),U.S.A.,Ecuador,70,3.5,2016
Heirloom Cacao Preservation (Mindo),U.S.A.,Ecuador,77,3.5,2016
Heirloom Cacao Preservation (Zokoko),U.S.A.,Bolivia,68,3.75,2016
Heirloom Cacao Preservation (Zokoko),U.S.A.,Bolivia,72,4,2016
hello cocoa (now Markham & Fitz),U.S.A.,Uganda,57,2.75,2015
hello cocoa (now Markham & Fitz),U.S.A.,Venezuela,74,3.5,2015
Hemisphere,U.S.A.,Ecuador,70,2.75,2021
Hemisphere,U.S.A.,Nicaragua,70,3.25,2021
hexx,U.S.A.,Tanzania,70,2.75,2015
hexx,U.S.A.,Madagascar,74,3,2015
hexx,U.S.A.,Venezuela,70,3,2015
hexx,U.S.A.,Ecuador,73,3.25,2015
hexx,U.S.A.,Peru,70,3.25,2015
hexx,U.S.A.,Peru,70,2.25,2018
hexx,U.S.A.,Ecuador,73,2.5,2018
hexx,U.S.A.,Madagascar,74,2.75,2018
hexx,U.S.A.,Tanzania,70,3,2018
hexx,U.S.A.,Dominican Republic,71,3.5,2018
Hogarth,New Zealand,Madagascar,70,2.75,2016
Hogarth,New Zealand,Venezuela,72,2.75,2016
Hogarth,New Zealand,Dominican Republic,75,3.25,2016
Hogarth,New Zealand,Peru,66,3.5,2016
Hogarth,New Zealand,Venezuela,68,3.25,2019
Hogarth,New Zealand,Ecuador,85,3.5,2019
Hoja Verde (Tulicorp),Ecuador,Ecuador,80,2,2009
Hoja Verde (Tulicorp),Ecuador,Ecuador,80,2.5,2009
Hoja Verde (Tulicorp),Ecuador,Ecuador,72,3,2009
Hoja Verde (Tulicorp),Ecuador,Ecuador,58,3.25,2009
Hoja Verde (Tulicorp),Ecuador,Ecuador,58,3.5,2009
Holy Cacao,Israel,Ivory Coast,70,2.5,2009
Holy Cacao,Israel,Dominican Republic,70,2.75,2009
Holy Cacao,Israel,Peru,70,3.5,2009
Holy Cacao,Israel,Dominican Republic,75,3.75,2009
Holy Cacao,Israel,Ecuador,70,3.5,2015
Holy Cacao,Israel,Madagascar,70,3.5,2015
Holy Cacao,Israel,Trinidad,70,3.5,2015
Holy Cacao,Israel,Venezuela,70,3.5,2015
Holy Cacao,Israel,Peru,70,2.75,2016
Honest,South Africa,Ecuador,72,2.5,2014
Hotel Chocolat,U.K.,St. Lucia,100,1.75,2013
Hotel Chocolat,U.K.,St. Lucia,70,4,2013
Hotel Chocolat,U.K.,St. Lucia,70,2.75,2015
Hotel Chocolat,U.K.,Colombia,75,2.75,2018
Hotel Chocolat,U.K.,Honduras,72,3,2019
Hotel Chocolat,U.K.,Tanzania,80,3,2019
Hotel Chocolat (Coppeneur),U.K.,Uganda,80,2.5,2008
Hotel Chocolat (Coppeneur),U.K.,Tanzania,75,2.75,2008
Hotel Chocolat (Coppeneur),U.K.,St. Lucia,72,3,2008
Hotel Chocolat (Coppeneur),U.K.,Sao Tome,72,3,2008
Hotel Chocolat (Coppeneur),U.K.,Ecuador,70,2.75,2010
Hotel Chocolat (Coppeneur),U.K.,Venezuela,70,2.75,2010
Hotel Chocolat (Coppeneur),U.K.,Dominican Republic,70,3,2010
Hotel Chocolat (Coppeneur),U.K.,Ecuador,80,3,2011
Hotel Chocolat (Coppeneur),U.K.,St. Lucia,65,3,2011
Hotel Chocolat (Coppeneur),U.K.,St. Lucia,65,3.25,2011
Hotel Chocolat (Coppeneur),U.K.,Madagascar,66,3.5,2012
Hotel Chocolat (Coppeneur),U.K.,Ecuador,100,2.5,2013
Hotel Chocolat (Coppeneur),U.K.,Peru,100,2.75,2013
Hotel Chocolat (Coppeneur),U.K.,Dominican Republic,100,2.75,2013
Hotel Chocolat (Coppeneur),U.K.,Trinidad,75,3,2013
Hotel Chocolat (Coppeneur),U.K.,Ecuador,90,3,2013
Hotel Chocolat (Coppeneur),U.K.,Madagascar,72,3,2013
Hotel Chocolat (Coppeneur),U.K.,Vietnam,80,3.5,2013
Hotel Chocolat (Coppeneur),U.K.,Ecuador,82,3.5,2013
Hummingbird,Canada,Venezuela,70,3.25,2013
Hummingbird,Canada,Venezuela,70,3.75,2013
Hummingbird,Canada,Bolivia,70,3,2014
Hummingbird,Canada,Bolivia,70,3,2014
Hummingbird,Canada,Nicaragua,70,3,2014
Hummingbird,Canada,Dominican Republic,70,3.5,2014
Hummingbird,Canada,Dominican Republic,70,3.75,2014
Hummingbird,Canada,Vietnam,70,3.5,2015
Idilio (Felchlin),Switzerland,Venezuela,72,3.25,2011
Idilio (Felchlin),Switzerland,Venezuela,72,3.5,2011
Idilio (Felchlin),Switzerland,Venezuela,72,3.75,2011
Idilio (Felchlin),Switzerland,Venezuela,72,3.75,2011
Idilio (Felchlin),Switzerland,Venezuela,72,3.75,2011
Idilio (Felchlin),Switzerland,Venezuela,74,4,2011
Idilio (Felchlin),Switzerland,Venezuela,70,4,2011
Idilio (Felchlin),Switzerland,Venezuela,72,4,2011
Idilio (Felchlin),Switzerland,Venezuela,72,4,2011
Idilio (Felchlin),Switzerland,Venezuela,72,3.75,2013
Indah,India,India,61,2.5,2016
Indi,U.S.A.,Honduras,77,3,2014
Indi,U.S.A.,Vietnam,72,3.25,2017
iQ Chocolate,Scotland,Peru,72,2.75,2012
iQ Chocolate,Scotland,Peru,72,3,2012
Isidro,U.S.A.,Peru,72,2.25,2014
Isidro,U.S.A.,Belize,72,3.25,2014
Isidro,U.S.A.,Dominican Republic,72,3.25,2014
Isidro,U.S.A.,Madagascar,72,3.5,2014
Islands Chocolate,St.Vincent-Grenadines,St.Vincent-Grenadines,72,2.75,2018
Izard,U.S.A.,Dominican Republic,70,2.75,2015
Izard,U.S.A.,Belize,70,3.5,2015
Jacque Torres,U.S.A.,Ghana,71,2,2006
Jean Marie Auboine,U.S.A.,Venezuela,72,3.25,2018
Johnny Iuzzini,U.S.A.,Jamaica,67,3,2017
Johnny Iuzzini,U.S.A.,Peru,75,3,2017
Johnny Iuzzini,U.S.A.,Venezuela,72,3.5,2017
Johnny Iuzzini,U.S.A.,Vietnam,65,3.5,2017
Johnny Iuzzini,U.S.A.,Ecuador,70,3.5,2017
Johnny Iuzzini,U.S.A.,Madagascar,68,3.5,2017
Johnny Iuzzini,U.S.A.,Ecuador,78,3.75,2017
Johnny Iuzzini,U.S.A.,India,66,3,2018
Johnny Iuzzini,U.S.A.,Colombia,73,3.25,2018
Johnny Iuzzini,U.S.A.,Trinidad,80,3.25,2018
Jordis,Czech Republic,Madagascar,63,2.75,2015
Jordis,Czech Republic,Venezuela,75,2.75,2020
Kad Kokoa,Thailand,Thailand,70,3,2018
Kad Kokoa,Thailand,Thailand,70,3.5,2018
Kad Kokoa,Thailand,Thailand,70,3.5,2018
Kad Kokoa,Thailand,Thailand,70,3.75,2018
Kah Kow,Dominican Republic,Dominican Republic,82,3,2013
Kah Kow,Dominican Republic,Dominican Republic,55,3.25,2013
Kah Kow,Dominican Republic,Dominican Republic,62,3.25,2013
Kah Kow,Dominican Republic,Dominican Republic,70,3.5,2013
Kah Kow,U.S.A.,Dominican Republic,68,3.75,2020
Kah Kow,U.S.A.,Dominican Republic,70,3.75,2020
Kah Kow,U.S.A.,Dominican Republic,67,3.75,2020
Kah Kow - USA,Dominican Republic,Dominican Republic,70,3,2019
Kah Kow - USA,U.S.A.,Dominican Republic,72,3,2019
Kah Kow - USA,Dominican Republic,Dominican Republic,71.50,3.5,2019
Kah Kow - USA,Dominican Republic,Dominican Republic,68,3.75,2019
Kah Kow - USA,U.S.A.,Dominican Republic,65,3.75,2019
Kaitxo,Spain,Nicaragua,75,3,2019
Kaitxo,Spain,Peru,75,3,2019
Kaitxo,Spain,Tanzania,75,3.25,2019
Kakao,Germany,Vanuatu,65,3.75,2009
Kakao,Germany,Peru,64,2.5,2012
Kallari (Ecuatoriana),Ecuador,Ecuador,85,2.5,2008
Kallari (Ecuatoriana),Ecuador,Ecuador,75,2.5,2008
Kallari (Ecuatoriana),Ecuador,Ecuador,75,2.75,2008
Kallari (Ecuatoriana),Ecuador,Ecuador,85,2.75,2008
Kallari (Ecuatoriana),Ecuador,Ecuador,70,3,2008
Kallari (Ecuatoriana),Ecuador,Ecuador,85,3,2008
Kallari (Ecuatoriana),Ecuador,Ecuador,85,3,2008
Kallari (Ecuatoriana),Ecuador,Ecuador,70,3.5,2008
Kaoka (Cemoi),France,Blend,70,2.75,2009
Kaoka (Cemoi),France,Ecuador,80,2.75,2009
Kasama,Canada,Philippines,70,3.25,2021
Kasama,Canada,Papua New Guinea,70,3.5,2021
Kerchner,U.S.A.,Dominican Republic,70,3.75,2013
Ki' Xocolatl,Mexico,Mexico,72,2,2009
Kin + Pod,Canada,Colombia,70,3.25,2020
Kiskadee,U.S.A.,Dominican Republic,60,3,2014
Krak,Amsterdam,Belize,70,3,2017
Krak,Amsterdam,Vietnam,70,3,2017
Krak,Amsterdam,Mexico,70,3.25,2017
Krak,Amsterdam,Madagascar,70,3,2018
Krak,Amsterdam,Philippines,70,3.25,2018
Krak,Amsterdam,Mexico,70,3.75,2018
Krak,Netherlands,Colombia,70,3,2019
Krak,Amsterdam,Papua New Guinea,70,3.25,2019
Kto,U.S.A.,Peru,72,2.5,2014
Kto,U.S.A.,Venezuela,72,2.75,2014
Kto,U.S.A.,Belize,72,3,2014
Kto,U.S.A.,Madagascar,72,3.25,2014
Kto,U.S.A.,Belize,90,3.25,2014
Kto,U.S.A.,Dominican Republic,72,3.25,2014
Kto,U.S.A.,Dominican Republic,72,3.25,2014
K'ul,U.S.A.,Peru,70,2.75,2016
K'ul,U.S.A.,Haiti,70,3.25,2016
K'ul,U.S.A.,Brazil,70,3.75,2016
K'ul,U.S.A.,Ecuador,70,3.75,2016
Kyya,U.S.A.,Uganda,72.5,2.5,2014
Kyya,U.S.A.,Ecuador,72.5,2.5,2014
Kyya,U.S.A.,Dominican Republic,72.5,3,2014
Kyya,U.S.A.,Madagascar,72.5,3,2014
L.A. Burdick (Felchlin),U.S.A.,Bolivia,68,3,2009
L.A. Burdick (Felchlin),U.S.A.,Madagascar,64,3.5,2009
L.A. Burdick (Felchlin),U.S.A.,Venezuela,71,3,2010
L.A. Burdick (Felchlin),U.S.A.,Grenada,75,3.25,2010
L.A. Burdick (Felchlin),U.S.A.,Dominican Republic,74,3.75,2010
L.A. Burdick (Felchlin),U.S.A.,Ecuador,74,3.75,2011
L.A. Burdick (Felchlin),U.S.A.,Peru,74,3.25,2012
L.A. Burdick (Felchlin),U.S.A.,Venezuela,68,3.75,2012
L.A. Burdick (Felchlin),U.S.A.,Brazil,70,4,2012
La Cascade du Chocolat,U.S.A.,Fiji,68,3,2019
La Chocolaterie Nanairo,Japan,Peru,70,2.25,2016
La Chocolaterie Nanairo,Japan,Peru,70,2.5,2016
La Chocolaterie Nanairo,Japan,Belize,70,3,2016
La Chocolaterie Nanairo,Japan,Peru,70,3,2016
La Chorena,U.S.A.,Dominican Republic,70,3,2018
La Chorena,U.S.A.,Peru,75,3,2018
La Chorena,U.S.A.,Belize,70,3.25,2018
La Chorena,U.S.A.,Guatemala,70,3.25,2018
La Feverie (Hasnaa),France,Belize,70,3.5,2018
La Feverie (Hasnaa),France,Guatemala,70,3.5,2018
La Feverie (Hasnaa),France,Peru,72,3.5,2019
La Maison du Chocolat (Valrhona),France,Blend,74,3.5,2008
La Maison du Chocolat (Valrhona),France,Blend,60,3,2009
La Maison du Chocolat (Valrhona),France,Ghana,68,3.25,2009
La Maison du Chocolat (Valrhona),France,Venezuela,69,3.5,2009
La Maison du Chocolat (Valrhona),France,Blend,60,3.75,2009
La Maison du Chocolat (Valrhona),France,Grenada,68,3.5,2011
La Maison du Chocolat (Valrhona),France,Dominican Republic,66,3.5,2012
La Maison du Chocolat (Valrhona),France,Blend,74,2.75,2013
La Maison du Chocolat (Valrhona),France,Tobago,60,3.25,2013
La Maison du Chocolat (Valrhona),France,Ecuador,56,3.25,2013
La Oroquidea,Peru,Peru,72,2.5,2011
La Pepa de Oro,Ecuador,Ecuador,60,3.25,2011
La Rifa,Mexico,Mexico,70,3,2018
La Rifa,Mexico,Mexico,70,3.5,2018
La Rifa,Mexico,Mexico,70,3.5,2018
Laia aka Chat-Noir,France,Cuba,70,2.75,2014
Laia aka Chat-Noir,France,Blend,68,2.75,2014
Laia aka Chat-Noir,France,Madagascar,75,2.75,2015
Laia aka Chat-Noir,France,Vietnam,75,2.75,2015
Laia aka Chat-Noir,France,Cuba,75,3,2015
Laia aka Chat-Noir,France,Ivory Coast,75,3,2015
Laia aka Chat-Noir,France,Peru,75,3.25,2015
Laia aka Chat-Noir,France,Brazil,75,3.25,2015
Laia aka Chat-Noir,France,Sao Tome,75,3.5,2015
Laia aka Chat-Noir,France,Vietnam,75,3.75,2015
Lajedo do Ouro,Brazil,Brazil,70,3.5,2012
Lake Champlain (Callebaut),U.S.A.,Tanzania,75,2.5,2009
L'Amourette,U.S.A.,Venezuela,75,3,2012
L'Amourette,U.S.A.,Venezuela,75,3,2012
L'Amourette,U.S.A.,Blend,72,3,2012
L'Amourette,U.S.A.,Nicaragua,80,3.5,2016
Land,U.K.,Nicaragua,71,3,2018
Land,U.K.,Honduras,70,3.25,2018
Land,U.K.,Nicaragua,73,3.5,2018
Landmark (Amano),U.S.A.,Bolivia,74,3.75,2017
Legast,Belgium,Colombia,70,2.75,2019
Legast,Belgium,Costa Rica,70,3.25,2019
Legast,Belgium,Peru,70,3.5,2019
Letterpress,U.S.A.,Peru,70,3.5,2014
Letterpress,U.S.A.,Costa Rica,70,3,2015
Letterpress,U.S.A.,Bolivia,70,3.25,2015
Letterpress,U.S.A.,Dominican Republic,70,3.25,2015
Letterpress,U.S.A.,Trinidad,70,3.5,2015
Letterpress,U.S.A.,Tanzania,70,3.5,2015
Letterpress,U.S.A.,Liberia,70,3.25,2016
Letterpress,U.S.A.,Belize,70,3.25,2017
Letterpress,U.S.A.,Honduras,70,3.5,2017
Letterpress,U.S.A.,Peru,70,4,2017
Letterpress,U.S.A.,Ghana,70,3.75,2018
Letterpress,U.S.A.,Jamaica,70,3.25,2019
Letterpress,U.S.A.,Bolivia,70,3.25,2019
Letterpress,U.S.A.,Sao Tome & Principe,70,3.5,2021
Letterpress,U.S.A.,U.S.A.,70,3.75,2021
Levy,Finland,Madagascar,71,3.5,2014
Lilla,Finland,Madagascar,70,3,2016
Lillie Belle,U.S.A.,Blend,75,2.75,2012
Lillie Belle,U.S.A.,Dominican Republic,74,3,2012
Lillie Belle,U.S.A.,Peru,65,3.5,2012
Lillie Belle,U.S.A.,Bolivia,68,3.5,2012
Lillie Belle,U.S.A.,Bolivia,68,3.5,2012
Lillie Belle,U.S.A.,Peru,68,3.75,2012
Lindt & Sprungli,Switzerland,Blend,85,3,2007
Lirio,U.S.A.,Sierra Leone,72,2.5,2020
Lirio,U.S.A.,India,72,3,2020
Lirio,U.S.A.,Vietnam,72,3,2020
Loiza,Puerto Rico,Puerto Rico,65,2.5,2013
Lonohana,U.S.A.,U.S.A.,71,3,2013
Lonohana,U.S.A.,U.S.A.,72,3,2013
Lonohana,U.S.A.,U.S.A.,70,3.5,2013
Lonohana,U.S.A.,U.S.A.,65,3.25,2014
Lonohana,U.S.A.,U.S.A.,70,3.75,2014
Lonohana,U.S.A.,U.S.A.,75,3.75,2014
Loon,U.S.A.,Bolivia,70,2.75,2021
Loon,U.S.A.,Belize,75,3,2021
Love Bar,U.S.A.,Nicaragua,75,2,2015
Love Brown,Taiwan,Nicaragua,75,2.5,2018
Love Brown,Taiwan,Sumatra,70,3,2018
Love Brown,Taiwan,Nicaragua,80,3.25,2018
Love Brown,Taiwan,Nicaragua,78,3.5,2018
Luisa Abram,Brazil,Brazil,81,3.25,2017
Luisa Abram,Brazil,Brazil,70,3,2018
Luisa Abram,Brazil,Brazil,70,3.25,2021
Luisa's Vegan,U.K.,Papua New Guinea,72,3.25,2020
Luker,Colombia,Blend,46,2.75,2010
Luker,Colombia,Blend,60,3,2010
Luker,Colombia,Blend,58,3,2010
Luker,Colombia,Colombia,65,3.5,2010
Lumineux,U.S.A.,India,72,3,2020
Lumineux,U.S.A.,Madagascar,73,3.25,2020
Lumineux,U.S.A.,Tanzania,75,3.25,2020
Lumineux,U.S.A.,Uganda,68,3.25,2020
Lumineux,U.S.A.,Ivory Coast,67,3.5,2020
Machu Picchu Trading Co.,Peru,Peru,55,2.25,2010
Machu Picchu Trading Co.,Peru,Peru,70,1.5,2011
MaDe Atlantic City Chocolate Bar,U.S.A.,Uganda,75,2.5,2019
MaDe Atlantic City Chocolate Bar,U.S.A.,Ghana,75,2.75,2019
Madecasse (Cinagra),Madagascar,Madagascar,67,3.5,2008
Madecasse (Cinagra),Madagascar,Madagascar,75,3.5,2008
Madecasse (Cinagra),Madagascar,Madagascar,70,3.75,2008
Madecasse (Cinagra),Madagascar,Madagascar,63,4,2008
Madhu,U.S.A.,Colombia,70,2.5,2021
Madre,U.S.A.,Mexico,72,2.75,2010
Madre,U.S.A.,Dominican Republic,70,2.5,2011
Madre,U.S.A.,Costa Rica,70,2.75,2011
Madre,U.S.A.,U.S.A.,70,3.25,2012
Madre,U.S.A.,U.S.A.,70,3.25,2012
Madre,U.S.A.,U.S.A.,70,3.5,2012
Madre,U.S.A.,Puerto Rico,70,2.75,2013
Madre,U.S.A.,U.S.A.,70,2.75,2013
Madre,U.S.A.,Mexico,70,2.75,2013
Madre,U.S.A.,Brazil,70,3.5,2013
Madre,U.S.A.,Solomon Islands,73,3.5,2017
Maglio,Italy,Tanzania,75,2,2008
Maglio,Italy,Ecuador,70,3,2008
Maglio,Italy,Cuba,70,3.25,2008
Maglio,Italy,Dominican Republic,70,3.75,2008
Majani,Italy,Ecuador,70,2,2010
Malagasy (Chocolaterie Robert),Madagascar,Madagascar,75,2.75,2007
Malagasy (Chocolaterie Robert),Madagascar,Madagascar,73,3.5,2007
Malagos,Philippines,Philippines,65,3.5,2013
Malai,Thailand,Thailand,70,2.75,2018
Malie Kai (Guittard),U.S.A.,U.S.A.,55,2.75,2009
Malie Kai (Guittard),U.S.A.,U.S.A.,55,3.5,2010
Malmo,Sweden,Venezuela,70,3,2016
Mana,U.S.A.,Dominican Republic,74,3.75,2012
Mana,U.S.A.,Peru,74,2.5,2014
Mana,U.S.A.,Venezuela,74,2.75,2014
Mana,U.S.A.,Ecuador,74,2.5,2015
Manifesto Cacao,Colombia,Colombia,70,2.75,2014
Manoa,U.S.A.,U.S.A.,72,2.75,2012
Manoa,U.S.A.,Peru,72,3,2012
Manoa,U.S.A.,Liberia,72,3.25,2012
Manoa,U.S.A.,U.S.A.,72,3.25,2012
Manoa,U.S.A.,U.S.A.,72,3.75,2013
Manoa,U.S.A.,Papua New Guinea,72,3.5,2015
Manoa,U.S.A.,Costa Rica,72,3.75,2015
Manoa,U.S.A.,Peru,70,3.25,2017
Manoa,U.S.A.,U.S.A.,70,3.5,2019
Manufaktura Czekolady,Poland,Dominican Republic,70,3.25,2012
Manufaktura Czekolady,Poland,Ecuador,70,3.25,2012
Manufaktura Czekolady,Poland,Ghana,70,3.5,2012
Manufaktura Czekolady,Poland,Colombia,85,3.5,2014
Manufaktura Czekolady,Poland,Venezuela,70,3.75,2014
Manufaktura Czekolady,Poland,Peru,70,3.5,2016
Manufaktura Czekolady,Poland,Nicaragua,70,3.75,2016
Map Chocolate,U.S.A.,Trinidad,70,2.75,2015
Map Chocolate,U.S.A.,Colombia,75,2.75,2015
Map Chocolate,U.S.A.,Tanzania,72,3,2015
Map Chocolate,U.S.A.,Dominican Republic,70,3.5,2015
Map Chocolate,U.S.A.,Peru,62,3.5,2015
Map Chocolate,U.S.A.,Ecuador,70,3.5,2015
Map Chocolate,U.S.A.,Nicaragua,70,3.5,2015
Map Chocolate,U.S.A.,Peru,68,3.5,2015
Map Chocolate,U.S.A.,Honduras,78,3.5,2015
Map Chocolate,U.S.A.,Vietnam,75,3.25,2016
Map Chocolate,U.S.A.,Vietnam,73,3,2017
Map Chocolate,U.S.A.,Blend,72,3,2018
Map Chocolate,U.S.A.,Mexico,72,3.25,2018
Map Chocolate,U.S.A.,Dominican Republic,72,3.5,2018
Marana,Peru,Peru,70,2.75,2016
Marana,Peru,Peru,80,3.25,2021
Marana,Peru,Peru,70,3.5,2021
Maribea,U.S.A.,Mexico,72,2.75,2021
Maribea,U.S.A.,Bolivia,72,2.75,2021
Maribea,U.S.A.,Brazil,72,3.25,2021
Marigold's Finest,Canada,Blend,75,3.25,2016
Markham & Fitz,U.S.A.,Haiti,75,2.75,2018
Marou,Vietnam,Vietnam,80,3,2012
Marou,Vietnam,Vietnam,76,3.5,2012
Marou,Vietnam,Vietnam,72,3.5,2012
Marou,Vietnam,Vietnam,70,3.5,2012
Marou,Vietnam,Vietnam,78,3.5,2012
Marou,Vietnam,Vietnam,74,3.5,2012
Marou,Vietnam,Vietnam,75,3.5,2013
Marou,Vietnam,Vietnam,85,3.25,2015
Marou,Vietnam,Vietnam,68,3.5,2015
Marou,Vietnam,Vietnam,70,3.75,2015
Marou,Vietnam,Vietnam,75,3.5,2018
Mars,U.S.A.,Costa Rica,65,3,2010
Mars,U.S.A.,Ivory Coast,65,3,2010
Mars,U.S.A.,Nigeria,65,3.25,2010
Mars,U.S.A.,Ghana,65,3.5,2010
Marsatta,U.S.A.,Dominican Republic,74,2.25,2013
Marsatta,U.S.A.,Dominican Republic,89,2.5,2013
Martin Mayer,Austria,Bolivia,76,2.75,2016
